student_id,cumulative_gpa,academic_hours,training_hours,total_warnings_max,consecutive_warnings_max,military_education,graduation_status,year1_fall_gpa,year1_spring_gpa,year1_total_courses,year1_passed_courses,year1_failed_courses,year1_credits,year1_points,year1_avg_grade,year1_max_grade,year1_min_grade,year2_fall_gpa,year2_spring_gpa,year2_total_courses,year2_passed_courses,year2_failed_courses,year2_credits,year2_points,year2_avg_grade,year2_max_grade,year2_min_grade,year3_fall_gpa,year3_spring_gpa,year3_total_courses,year3_passed_courses,year3_failed_courses,year3_credits,year3_points,year3_avg_grade,year3_max_grade,year3_min_grade,year4_fall_gpa,year4_spring_gpa,year4_total_courses,year4_passed_courses,year4_failed_courses,year4_credits,year4_points,year4_avg_grade,year4_max_grade,year4_min_grade,total_courses,passed_courses,failed_courses,total_credits_all_years,total_points_all_years,avg_numeric_grade,highest_grade,lowest_grade,semester_gpa_count,overall_semester_gpa_avg,years_available,complete_four_year_record,promoted_to_year3
220278,2.37,47.0,110.0,2,0,,,1.8,1.72,11,8,3,32.0,56.4,1.8,4.0,0.0,2.43,,6,6,0,18.0,43.8,2.433,3.0,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,14,3,50.0,100.2,2.024,4.0,0.0,3,1.983,2,0,1
220287,2.76,53.0,110.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.47,,6,6,0,18.0,44.4,2.467,3.0,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,18.0,44.4,2.467,3.0,2.0,1,2.47,1,0,1
220290,2.77,53.0,110.0,0,0,,,2.64,3.14,13,13,0,35.0,101.4,2.908,4.0,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.2,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,147.0,2.789,4.0,1.5,3,2.77,2,0,1
220294,1.95,50.0,70.0,1,0,,,2.23,2.16,13,13,0,35.0,76.7,2.185,3.4,1.0,1.48,,6,5,1,18.0,26.7,1.483,2.4,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,103.4,1.963,3.4,0.0,3,1.957,2,0,1
220302,2.29,53.0,110.0,0,0,,,2.2,2.43,13,13,0,35.0,81.1,2.308,3.4,1.0,2.23,,6,6,0,18.0,40.2,2.233,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,121.3,2.284,3.4,1.0,3,2.287,2,0,1
220307,3.25,58.0,70.0,0,0,,,3.28,3.34,14,14,0,38.0,126.0,3.286,4.0,2.6,3.13,,7,7,0,20.0,62.5,3.1,3.7,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,58.0,188.5,3.224,4.0,2.6,3,3.25,2,0,1
220310,2.1,53.0,110.0,1,0,,,1.97,2.49,13,13,0,35.0,78.3,2.238,3.7,1.0,1.83,,6,6,0,18.0,33.0,1.833,2.4,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,111.3,2.111,3.7,1.0,3,2.097,2,0,1
220314,2.62,52.0,110.0,0,0,,,2.34,2.97,13,13,0,35.0,93.1,2.638,4.0,1.0,2.54,,6,6,0,17.0,43.2,2.533,3.2,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,136.3,2.605,4.0,1.0,3,2.617,2,0,1
220316,2.17,41.0,30.0,2,0,,,,,0,0,0,0.0,0.0,,,,2.08,,5,5,0,15.0,31.2,2.08,2.2,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,5,5,0,15.0,31.2,2.08,2.2,2.0,1,2.08,1,0,0
220328,2.49,52.0,80.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.37,,6,6,0,17.0,40.3,2.383,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,17.0,40.3,2.383,2.8,1.5,1,2.37,1,0,1
220331,1.64,44.0,110.0,3,0,,,1.34,1.44,11,9,2,32.0,44.4,1.345,2.6,0.0,1.44,,5,4,1,15.0,21.6,1.44,2.2,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,13,3,47.0,66.0,1.375,2.6,0.0,3,1.407,2,0,0
220335,2.16,52.0,110.0,0,0,,,2.25,1.91,13,13,0,35.0,72.7,2.054,3.4,1.0,2.34,,6,6,0,17.0,39.7,2.35,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,112.4,2.147,3.4,1.0,3,2.167,2,0,1
220336,2.32,53.0,110.0,0,0,,,2.1,2.51,13,13,0,35.0,80.9,2.308,3.2,1.0,2.33,,6,6,0,18.0,42.0,2.333,2.6,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,122.9,2.316,3.2,1.0,3,2.313,2,0,1
220341,2.06,50.0,70.0,0,0,,,2.24,1.94,13,12,1,35.0,73.0,2.085,3.7,0.0,1.75,,6,5,1,18.0,31.5,1.75,3.0,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,17,2,53.0,104.5,1.979,3.7,0.0,3,1.977,2,0,1
220355,2.77,52.0,70.0,0,0,,,,,0,0,0,0.0,0.0,,,,3.02,,6,6,0,17.0,51.4,3.0,3.4,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,17.0,51.4,3.0,3.4,2.6,1,3.02,1,0,1
220358,2.47,52.0,70.0,0,0,,,2.24,2.76,13,13,0,35.0,87.6,2.477,4.0,1.0,2.4,,6,6,0,17.0,40.8,2.4,2.8,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,128.4,2.453,4.0,1.0,3,2.467,2,0,1
220362,2.15,53.0,70.0,0,0,,,2.01,2.01,13,13,0,35.0,70.4,1.992,3.7,1.0,2.43,,6,6,0,18.0,43.8,2.433,2.8,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,114.2,2.132,3.7,1.0,3,2.15,2,0,1
220363,2.41,58.0,110.0,0,0,,,2.11,2.48,13,13,0,35.0,80.4,2.331,3.7,1.0,2.35,,6,6,0,17.0,40.0,2.333,2.6,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,120.4,2.332,3.7,1.0,3,2.313,2,0,1
220367,1.83,47.0,110.0,3,0,,,1.36,1.78,11,10,1,32.0,49.8,1.509,3.4,0.0,2.04,,5,5,0,15.0,30.6,2.04,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,15,1,47.0,80.4,1.675,3.4,0.0,3,1.727,2,0,0
220369,2.44,53.0,70.0,0,0,,,2.41,2.69,13,13,0,35.0,89.4,2.554,3.7,1.5,2.22,,6,6,0,18.0,39.9,2.217,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,129.3,2.447,3.7,1.5,3,2.44,2,0,1
220373,1.94,50.0,70.0,1,0,,,2.22,2.34,13,13,0,35.0,79.9,2.315,3.7,1.0,1.27,,6,5,1,18.0,22.8,1.267,2.4,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,102.7,1.984,3.7,0.0,3,1.943,2,0,1
220375,2.63,53.0,70.0,0,0,,,2.43,2.58,13,12,1,35.0,87.8,2.462,3.7,0.0,2.57,,6,6,0,18.0,46.2,2.567,3.0,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,134.0,2.495,3.7,0.0,3,2.527,2,0,1
220384,2.66,51.0,110.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.86,,6,6,0,16.0,45.8,2.833,3.4,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,16.0,45.8,2.833,3.4,2.6,1,2.86,1,0,1
220387,2.11,47.0,110.0,0,0,,,2.58,2.52,13,13,0,35.0,89.2,2.5,4.0,1.5,1.27,,6,4,2,18.0,22.8,1.267,2.6,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,17,2,53.0,112.0,2.111,4.0,0.0,3,2.123,2,0,1
220390,2.17,53.0,70.0,0,0,,,2.08,2.27,13,13,0,35.0,76.3,2.208,3.7,1.0,2.15,,6,6,0,18.0,38.7,2.15,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,115.0,2.189,3.7,1.0,3,2.167,2,0,1
220396,2.33,53.0,110.0,0,0,,,2.19,2.53,13,13,0,35.0,82.9,2.331,4.0,1.0,2.25,,6,6,0,18.0,40.5,2.25,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,123.4,2.305,4.0,1.0,3,2.323,2,0,1
220401,2.09,53.0,80.0,0,0,,,2.22,2.34,13,13,0,35.0,79.8,2.277,3.4,1.0,1.73,,6,6,0,18.0,31.2,1.733,2.2,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,111.0,2.105,3.4,1.0,3,2.097,2,0,1
220402,2.33,53.0,70.0,0,0,,,2.21,2.65,13,13,0,35.0,85.2,2.462,3.7,1.0,2.13,,6,6,0,18.0,38.4,2.133,3.0,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,123.6,2.358,3.7,1.0,3,2.33,2,0,1
220404,2.62,52.0,110.0,0,0,,,2.62,2.95,13,13,0,35.0,97.6,2.808,3.7,1.0,2.28,,6,6,0,17.0,38.8,2.333,3.2,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,136.4,2.658,3.7,1.0,3,2.617,2,0,1
220411,2.22,53.0,100.0,0,0,,,2.12,2.0,13,12,1,35.0,72.0,2.046,3.2,0.0,2.3,,6,6,0,18.0,41.4,2.3,2.6,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,113.4,2.126,3.2,0.0,3,2.14,2,0,1
220423,2.69,53.0,40.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.3,,6,6,0,18.0,41.4,2.3,3.0,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,6,0,18.0,41.4,2.3,3.0,1.5,1,2.3,1,0,1
220428,2.36,52.0,70.0,0,0,,,2.58,2.36,13,13,0,35.0,86.2,2.423,4.0,1.5,2.16,,6,6,0,17.0,36.7,2.183,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,122.9,2.347,4.0,1.5,3,2.367,2,0,1
220429,1.92,44.0,70.0,2,0,,,2.02,1.7,13,11,2,35.0,64.9,1.831,3.7,0.0,2.08,,5,5,0,14.0,29.1,2.1,2.4,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,16,2,49.0,94.0,1.906,3.7,0.0,3,1.933,2,0,0
220431,2.27,53.0,110.0,0,0,,,2.31,2.29,13,13,0,35.0,80.5,2.246,3.4,1.5,2.2,,6,6,0,18.0,39.6,2.2,2.8,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,120.1,2.232,3.4,1.0,3,2.267,2,0,1
220436,2.19,50.0,70.0,1,0,,,1.93,2.8,11,11,0,32.0,74.8,2.327,3.7,1.0,1.92,,6,6,0,18.0,34.5,1.917,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,17,0,50.0,109.3,2.182,3.7,1.0,3,2.217,2,0,1
220438,2.58,53.0,110.0,0,0,,,2.55,2.81,13,13,0,35.0,93.8,2.662,3.7,2.0,2.38,,6,6,0,18.0,42.9,2.383,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,136.7,2.574,3.7,1.5,3,2.58,2,0,1
220446,2.77,52.0,110.0,0,0,,,2.8,2.97,13,13,0,35.0,101.0,2.869,4.0,2.0,2.53,,6,6,0,17.0,43.0,2.5,3.0,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,144.0,2.753,4.0,2.0,3,2.767,2,0,1
220448,2.05,49.0,70.0,2,0,,,1.22,2.52,11,9,2,32.0,58.5,1.773,3.4,0.0,1.88,,6,6,0,17.0,32.0,1.933,2.8,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,15,2,49.0,90.5,1.829,3.4,0.0,3,1.873,2,0,1
220462,2.12,50.0,70.0,0,0,,,,,0,0,0,0.0,0.0,,,,1.43,,6,5,1,18.0,25.8,1.433,2.4,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,6,5,1,18.0,25.8,1.433,2.4,0.0,1,1.43,1,0,1
220467,3.08,55.0,70.0,0,0,,,3.07,3.15,13,13,0,35.0,108.9,3.108,4.0,2.6,2.98,,7,7,0,20.0,59.6,2.971,3.4,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,20,20,0,55.0,168.5,3.06,4.0,2.6,3,3.067,2,0,1
220469,2.04,47.0,110.0,2,0,,,1.91,1.54,11,9,2,32.0,55.5,1.682,3.2,0.0,2.36,,5,5,0,15.0,35.4,2.36,2.6,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,14,2,47.0,90.9,1.894,3.2,0.0,3,1.937,2,0,1
220470,2.52,52.0,80.0,0,0,,,2.41,2.8,13,13,0,35.0,91.3,2.592,4.0,1.5,2.32,,6,6,0,17.0,39.5,2.35,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,130.8,2.516,4.0,1.5,3,2.51,2,0,1
220478,1.78,49.0,110.0,3,0,,,1.81,1.5,11,10,1,32.0,53.2,1.673,4.0,0.0,1.58,,5,5,0,15.0,23.7,1.58,2.4,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,15,1,47.0,76.9,1.644,4.0,0.0,3,1.63,2,0,1
220481,1.87,43.0,80.0,3,0,,,1.65,2.2,11,10,1,32.0,61.1,1.882,4.0,0.0,1.48,,7,4,3,18.0,26.6,1.4,2.8,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,14,4,50.0,87.7,1.694,4.0,0.0,3,1.777,2,0,0
220492,2.32,52.0,70.0,0,0,,,2.33,2.56,13,13,0,35.0,85.6,2.462,3.7,1.0,2.06,,6,6,0,17.0,35.1,2.083,2.8,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,120.7,2.342,3.7,1.0,3,2.317,2,0,1
220493,2.58,53.0,110.0,0,0,,,2.52,2.84,13,13,0,35.0,94.1,2.7,3.7,1.5,2.37,,6,6,0,18.0,42.6,2.367,2.8,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,136.7,2.595,3.7,1.5,3,2.577,2,0,1
220495,2.36,49.0,70.0,0,0,,,2.04,2.25,13,12,1,35.0,75.2,2.215,3.7,0.0,2.38,,6,6,0,17.0,40.4,2.4,2.8,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,115.6,2.274,3.7,0.0,3,2.223,2,0,1
220496,2.07,49.0,70.0,0,0,,,2.12,2.62,13,13,0,35.0,83.2,2.362,4.0,1.5,1.42,,6,5,1,17.0,24.2,1.4,2.2,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,107.4,2.058,4.0,0.0,3,2.053,2,0,1
220498,3.26,58.0,110.0,0,0,,,3.19,3.5,14,14,0,38.0,127.6,3.35,4.0,2.8,3.09,,7,7,0,20.0,61.7,3.1,3.7,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,58.0,189.3,3.267,4.0,2.6,3,3.26,2,0,1
220499,2.09,53.0,70.0,0,0,,,2.51,1.73,13,12,1,35.0,73.7,2.046,3.4,0.0,1.95,,6,6,0,18.0,35.1,1.95,2.4,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,108.8,2.016,3.4,0.0,3,2.063,2,0,1
220509,2.05,53.0,70.0,1,0,,,1.99,2.55,13,13,0,35.0,79.8,2.254,3.7,1.0,1.62,,6,6,0,18.0,29.1,1.617,2.2,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,108.9,2.053,3.7,1.0,3,2.053,2,0,1
220524,2.09,49.0,70.0,2,0,,,1.61,2.3,11,10,1,32.0,61.8,1.873,3.7,0.0,2.48,,5,5,0,15.0,37.2,2.48,3.0,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,15,1,47.0,99.0,2.062,3.7,0.0,3,2.13,2,0,1
220527,1.81,47.0,110.0,2,0,,,1.84,2.2,11,11,0,32.0,64.2,1.991,3.2,1.0,1.45,,6,5,1,18.0,26.1,1.45,2.2,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,16,1,50.0,90.3,1.8,3.2,0.0,3,1.83,2,0,1
220529,2.26,53.0,70.0,0,0,,,2.56,2.46,13,13,0,35.0,87.7,2.477,4.0,1.5,1.78,,6,6,0,18.0,32.1,1.783,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,119.8,2.258,4.0,1.0,3,2.267,2,0,1
220532,2.04,50.0,110.0,2,0,,,1.46,2.26,11,9,2,32.0,58.8,1.782,3.7,0.0,2.0,,6,6,0,18.0,36.0,2.0,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,15,2,50.0,94.8,1.859,3.7,0.0,3,1.907,2,0,1
220537,2.92,53.0,70.0,0,0,,,2.89,2.94,13,13,0,35.0,102.1,2.923,4.0,2.0,2.83,,6,6,0,18.0,51.0,2.833,3.2,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,153.1,2.895,4.0,2.0,3,2.887,2,0,1
220538,2.35,44.0,70.0,1,0,,,1.69,2.64,11,9,2,32.0,68.4,2.118,3.4,0.0,1.93,,6,6,0,18.0,34.8,1.933,2.8,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,15,2,50.0,103.2,2.053,3.4,0.0,3,2.087,2,0,1
220540,2.0,55.0,70.0,1,0,,,2.05,2.12,13,12,1,35.0,73.0,2.062,3.7,0.0,1.66,,6,6,0,17.0,28.3,1.717,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,101.3,1.953,3.7,0.0,3,1.943,2,0,1
220554,2.31,50.0,110.0,0,0,,,2.4,2.64,13,13,0,35.0,88.3,2.562,4.0,1.0,1.9,,6,5,1,18.0,34.2,1.9,3.2,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,122.5,2.353,4.0,0.0,3,2.313,2,0,1
220571,2.79,52.0,110.0,0,0,,,2.98,2.67,13,13,0,35.0,98.7,2.808,4.0,2.0,2.73,,6,6,0,17.0,46.4,2.733,3.0,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,145.1,2.784,4.0,2.0,3,2.793,2,0,1
220574,2.33,53.0,110.0,0,0,,,2.52,2.47,13,13,0,35.0,87.3,2.492,3.7,1.0,2.02,,6,6,0,18.0,36.3,2.017,3.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,123.6,2.342,3.7,1.0,3,2.337,2,0,1
220582,2.15,53.0,80.0,0,0,,,2.52,2.12,13,13,0,35.0,81.0,2.292,4.0,1.5,1.83,,6,6,0,18.0,33.0,1.833,2.4,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,114.0,2.147,4.0,1.0,3,2.157,2,0,1
220585,2.41,53.0,110.0,0,0,,,2.34,2.3,13,12,1,35.0,81.2,2.308,3.7,0.0,2.28,,6,6,0,18.0,41.1,2.283,2.8,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,122.3,2.3,3.7,0.0,3,2.307,2,0,1
220593,2.4,53.0,110.0,0,0,,,2.28,2.91,13,13,0,35.0,91.1,2.615,4.0,1.5,2.0,,6,6,0,18.0,36.0,2.0,2.8,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,127.1,2.421,4.0,1.0,3,2.397,2,0,1
220606,2.51,53.0,70.0,0,0,,,2.4,2.86,13,13,0,35.0,92.3,2.662,3.7,1.0,2.27,,6,6,0,18.0,40.8,2.267,3.2,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,133.1,2.537,3.7,1.0,3,2.51,2,0,1
220608,2.46,52.0,70.0,0,0,,,2.5,2.43,13,12,1,35.0,86.3,2.438,4.0,0.0,2.15,,6,6,0,17.0,36.5,2.183,3.0,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,122.8,2.358,4.0,0.0,3,2.36,2,0,1
220611,1.89,47.0,110.0,3,0,,,1.64,1.78,11,10,1,32.0,54.5,1.718,3.2,0.0,1.88,,5,5,0,15.0,28.2,1.88,2.2,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,15,1,47.0,82.7,1.769,3.2,0.0,3,1.767,2,0,1
220613,1.63,44.0,110.0,1,0,,,2.15,2.17,13,13,0,35.0,75.7,2.162,3.0,1.0,0.58,,6,3,3,18.0,10.5,0.583,1.5,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,16,3,53.0,86.2,1.663,3.0,0.0,3,1.633,2,0,1
220618,2.9,53.0,110.0,0,0,,,2.65,3.11,13,13,0,35.0,101.0,2.915,4.0,1.0,2.93,,6,6,0,18.0,52.8,2.933,3.4,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,153.8,2.921,4.0,1.0,3,2.897,2,0,1
220626,2.51,53.0,110.0,0,0,,,2.42,2.56,13,13,0,35.0,87.2,2.469,3.7,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.0,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,132.8,2.489,3.7,1.5,3,2.503,2,0,1
220628,1.93,42.0,100.0,2,0,,,2.12,1.7,13,10,3,35.0,66.6,1.923,4.0,0.0,1.98,,5,5,0,15.0,29.7,1.98,2.2,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,18,15,3,50.0,96.3,1.939,4.0,0.0,3,1.933,2,0,1
220631,2.2,50.0,70.0,0,0,,,2.11,2.83,13,13,0,35.0,86.7,2.462,4.0,1.0,1.67,,6,5,1,18.0,30.0,1.667,2.4,0.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,53.0,116.7,2.211,4.0,0.0,3,2.203,2,0,1
220632,1.74,47.0,70.0,2,0,,,1.84,2.4,11,11,0,32.0,67.2,2.109,3.7,1.0,1.2,,5,5,0,15.0,18.0,1.2,1.5,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,16,16,0,47.0,85.2,1.825,3.7,1.0,3,1.813,2,0,1
220634,2.78,53.0,70.0,0,0,,,3.0,2.81,13,13,0,35.0,101.6,2.854,4.0,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.0,2.2,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,147.2,2.753,4.0,1.5,3,2.78,2,0,1
220635,2.1,41.0,70.0,2,0,,,1.89,1.52,11,9,2,32.0,54.9,1.709,3.4,0.0,2.49,,6,6,0,15.0,37.4,2.533,2.8,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,17,15,2,47.0,92.3,2.0,3.4,0.0,3,1.967,2,0,1
220637,2.48,53.0,30.0,0,0,,,2.76,2.81,13,13,0,35.0,97.5,2.777,4.0,2.0,1.9,,6,6,0,18.0,34.2,1.9,2.8,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,131.7,2.5,4.0,1.0,3,2.49,2,0,0
220638,2.43,53.0,70.0,0,0,,,2.44,2.48,13,13,0,35.0,86.1,2.469,3.7,1.0,2.35,,6,6,0,18.0,42.3,2.35,3.2,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,128.4,2.432,3.7,1.0,3,2.423,2,0,1
220640,2.04,53.0,110.0,1,0,,,1.97,2.42,13,13,0,35.0,77.1,2.238,3.2,1.0,1.72,,6,6,0,18.0,30.9,1.717,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,108.0,2.074,3.2,1.0,3,2.037,2,0,1
220642,2.22,53.0,110.0,0,0,,,2.44,2.32,13,13,0,35.0,83.3,2.392,3.4,1.0,1.9,,6,6,0,18.0,34.2,1.9,2.6,1.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,117.5,2.237,3.4,1.0,3,2.22,2,0,1
220650,2.44,53.0,70.0,0,0,,,2.6,2.74,13,13,0,35.0,93.6,2.7,3.7,1.5,1.98,,6,6,0,18.0,35.7,1.983,2.6,1.5,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,53.0,129.3,2.474,3.7,1.5,3,2.44,2,0,1
220656,3.07,58.0,110.0,0,0,,,3.25,3.23,14,14,0,38.0,123.0,3.207,4.0,2.4,2.76,,7,7,0,20.0,55.2,2.771,3.0,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,58.0,178.2,3.062,4.0,2.4,3,3.08,2,0,1
220657,2.98,57.0,110.0,0,0,,,3.02,3.1,14,14,0,38.0,116.4,3.064,3.7,2.2,2.81,,7,7,0,19.0,53.4,2.829,3.2,2.4,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,21,21,0,57.0,169.8,2.986,3.7,2.2,3,2.977,2,0,1
220659,2.96,52.0,110.0,0,0,,,2.82,3.13,13,13,0,35.0,104.4,3.0,4.0,1.5,2.91,,6,6,0,17.0,49.4,2.9,3.2,2.6,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,19,0,52.0,153.8,2.968,4.0,1.5,3,2.953,2,0,1
220661,2.27,52.0,110.0,0,0,,,2.39,1.83,13,12,1,35.0,73.6,2.115,3.4,0.0,2.42,,6,6,0,17.0,41.2,2.467,3.2,2.0,,,0,0,0,0.0,0.0,,,,,,0,0,0,0.0,0.0,,,,19,18,1,52.0,114.8,2.226,3.4,0.0,3,2.213,2,0,1
