student_id,cumulative_gpa,academic_hours,training_hours,total_warnings_max,consecutive_warnings_max,military_education,graduation_status,year1_fall_gpa,year1_spring_gpa,year1_total_courses,year1_passed_courses,year1_failed_courses,year1_credits,year1_points,year1_avg_grade,year1_max_grade,year1_min_grade,year2_fall_gpa,year2_spring_gpa,year2_total_courses,year2_passed_courses,year2_failed_courses,year2_credits,year2_points,year2_avg_grade,year2_max_grade,year2_min_grade,year3_fall_gpa,year3_spring_gpa,year3_total_courses,year3_passed_courses,year3_failed_courses,year3_credits,year3_points,year3_avg_grade,year3_max_grade,year3_min_grade,year4_fall_gpa,year4_spring_gpa,year4_total_courses,year4_passed_courses,year4_failed_courses,year4_credits,year4_points,year4_avg_grade,year4_max_grade,year4_min_grade,total_courses,passed_courses,failed_courses,total_credits_all_years,total_points_all_years,avg_numeric_grade,highest_grade,lowest_grade,semester_gpa_count,overall_semester_gpa_avg,years_available,complete_four_year_record,delayed_progression
220270,2.76,106.0,170.0,0,0,,,2.18,2.08,13,12,1,35.0,74.5,2.131,3.2,0.0,1.76,,6,5,1,17.0,29.9,1.817,2.8,0.0,3.25,3.04,12,12,0,36.0,113.3,3.15,3.7,2.6,,,0,0,0,0.0,0.0,,,,31,29,2,88.0,217.7,2.465,3.7,0.0,5,2.462,3,0,0.0
220275,1.92,98.0,160.0,1,0,,,2.12,1.96,13,13,0,35.0,71.2,2.069,3.0,1.0,1.97,,6,6,0,18.0,35.4,1.967,3.0,1.0,2.12,1.08,12,10,2,36.0,57.6,1.6,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,164.2,1.868,3.0,0.0,5,1.85,3,0,0.0
220278,2.15,97.0,170.0,2,0,,,1.8,1.72,11,8,3,32.0,56.4,1.8,4.0,0.0,2.43,,6,6,0,18.0,43.8,2.433,3.0,2.2,2.02,1.37,12,11,1,36.0,60.9,1.692,3.0,0.0,,,0,0,0,0.0,0.0,,,,29,25,4,86.0,161.1,1.886,4.0,0.0,5,1.868,3,0,0.0
220287,2.73,101.0,140.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.47,,6,6,0,18.0,44.4,2.467,3.0,2.0,2.82,2.53,12,12,0,36.0,96.3,2.683,3.4,2.0,,,0,0,0,0.0,0.0,,,,18,18,0,54.0,140.7,2.611,3.4,2.0,3,2.607,2,0,0.0
220290,2.98,106.0,200.0,0,0,,,2.64,3.14,13,13,0,35.0,101.4,2.908,4.0,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.2,2.0,2.89,3.32,12,12,0,36.0,111.8,3.108,3.7,1.5,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,258.8,2.913,4.0,1.5,5,2.904,3,0,0.0
220294,2.14,97.0,100.0,2,0,,,2.23,2.16,13,13,0,35.0,76.7,2.185,3.4,1.0,1.48,,6,5,1,18.0,26.7,1.483,2.4,0.0,2.37,2.54,11,11,0,33.0,81.3,2.473,3.2,1.5,,,0,0,0,0.0,0.0,,,,30,29,1,86.0,184.7,2.15,3.4,0.0,5,2.156,3,0,0.0
220302,2.4,106.0,200.0,0,0,,,2.2,2.43,13,13,0,35.0,81.1,2.308,3.4,1.0,2.23,,6,6,0,18.0,40.2,2.233,2.8,1.5,2.42,2.65,12,12,0,36.0,91.3,2.55,3.0,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,212.6,2.387,3.4,1.0,5,2.386,3,0,0.0
220307,3.41,115.0,100.0,0,0,,,3.28,3.34,14,14,0,38.0,126.0,3.286,4.0,2.6,3.13,,7,7,0,20.0,62.5,3.1,3.7,2.6,3.67,3.51,14,14,0,42.0,150.9,3.593,4.0,3.0,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,339.4,3.371,4.0,2.6,5,3.386,3,0,0.0
220310,2.35,106.0,170.0,1,0,,,1.97,2.49,13,13,0,35.0,78.3,2.238,3.7,1.0,1.83,,6,6,0,18.0,33.0,1.833,2.4,1.0,2.87,2.33,12,12,0,36.0,93.6,2.6,3.4,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,204.9,2.3,3.7,1.0,5,2.298,3,0,0.0
220314,2.85,108.0,170.0,0,0,,,2.34,2.97,13,13,0,35.0,93.1,2.638,4.0,1.0,2.54,,6,6,0,17.0,43.2,2.533,3.2,2.0,3.08,3.11,12,12,0,35.0,108.3,3.083,3.7,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,87.0,244.6,2.79,4.0,1.0,5,2.808,3,0,0.0
220328,2.27,97.0,140.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.37,,6,6,0,17.0,40.3,2.383,2.8,1.5,2.39,1.5,12,10,2,36.0,70.1,1.95,3.0,0.0,,,0,0,0,0.0,0.0,,,,18,16,2,53.0,110.4,2.094,3.0,0.0,3,2.087,2,0,0.0
220335,2.48,100.0,170.0,0,0,,,2.25,1.91,13,13,0,35.0,72.7,2.054,3.4,1.0,2.34,,6,6,0,17.0,39.7,2.35,2.8,1.5,2.96,2.56,11,11,0,33.0,91.7,2.782,3.4,2.0,,,0,0,0,0.0,0.0,,,,30,30,0,85.0,204.1,2.38,3.4,1.0,5,2.404,3,0,0.0
220336,2.35,106.0,200.0,0,0,,,2.1,2.51,13,13,0,35.0,80.9,2.308,3.2,1.0,2.33,,6,6,0,18.0,42.0,2.333,2.6,2.0,2.56,2.18,12,12,0,36.0,85.4,2.375,3.2,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,208.3,2.339,3.2,1.0,5,2.336,3,0,0.0
220341,2.32,103.0,100.0,0,0,,,2.24,1.94,13,12,1,35.0,73.0,2.085,3.7,0.0,1.75,,6,5,1,18.0,31.5,1.75,3.0,0.0,2.98,2.13,12,12,0,36.0,92.1,2.558,3.7,1.5,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,196.6,2.203,3.7,0.0,5,2.208,3,0,0.0
220355,3.05,106.0,160.0,0,0,,,,,0,0,0,0.0,0.0,,,,3.02,,6,6,0,17.0,51.4,3.0,3.4,2.6,3.32,3.23,12,12,0,36.0,117.9,3.275,3.7,2.8,,,0,0,0,0.0,0.0,,,,18,18,0,53.0,169.3,3.183,3.7,2.6,3,3.19,2,0,0.0
220358,2.6,105.0,130.0,0,0,,,2.24,2.76,13,13,0,35.0,87.6,2.477,4.0,1.0,2.4,,6,6,0,17.0,40.8,2.4,2.8,2.0,2.9,2.66,12,12,0,36.0,100.0,2.783,3.4,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,228.4,2.581,4.0,1.0,5,2.592,3,0,0.0
220362,2.55,106.0,100.0,0,0,,,2.01,2.01,13,13,0,35.0,70.4,1.992,3.7,1.0,2.43,,6,6,0,18.0,43.8,2.433,2.8,2.2,3.13,2.89,12,12,0,36.0,108.3,3.017,3.4,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,222.5,2.474,3.7,1.0,5,2.494,3,0,0.0
220363,2.57,109.0,170.0,0,0,,,2.11,2.48,13,13,0,35.0,80.4,2.331,3.7,1.0,2.35,,6,6,0,17.0,40.0,2.333,2.6,2.0,2.9,2.74,12,12,0,36.0,101.6,2.825,3.7,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,222.0,2.523,3.7,1.0,5,2.516,3,0,0.0
220369,2.73,104.0,130.0,0,0,,,2.41,2.69,13,13,0,35.0,89.4,2.554,3.7,1.5,2.22,,6,6,0,18.0,39.9,2.217,2.6,1.5,2.99,3.17,12,12,0,36.0,110.9,3.083,3.4,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,240.2,2.694,3.7,1.5,5,2.696,3,0,0.0
220373,2.07,97.0,100.0,1,0,,,2.22,2.34,13,13,0,35.0,79.9,2.315,3.7,1.0,1.27,,6,5,1,18.0,22.8,1.267,2.4,0.0,2.36,1.76,12,11,1,36.0,74.1,2.067,3.0,0.0,,,0,0,0,0.0,0.0,,,,31,29,2,89.0,176.8,2.016,3.7,0.0,5,1.99,3,0,0.0
220375,2.78,106.0,130.0,0,0,,,2.43,2.58,13,12,1,35.0,87.8,2.462,3.7,0.0,2.57,,6,6,0,18.0,46.2,2.567,3.0,2.2,2.99,2.8,12,12,0,36.0,104.3,2.9,3.4,2.4,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,238.3,2.652,3.7,0.0,5,2.674,3,0,0.0
220384,2.75,99.0,230.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.86,,6,6,0,16.0,45.8,2.833,3.4,2.6,2.43,2.88,11,11,0,33.0,88.4,2.691,3.4,2.0,,,0,0,0,0.0,0.0,,,,17,17,0,49.0,134.2,2.741,3.4,2.0,3,2.723,2,0,0.0
220387,2.18,97.0,110.0,0,0,,,2.58,2.52,13,13,0,35.0,89.2,2.5,4.0,1.5,1.27,,6,4,2,18.0,22.8,1.267,2.6,0.0,2.46,1.96,12,11,1,36.0,79.6,2.217,3.4,0.0,,,0,0,0,0.0,0.0,,,,31,28,3,89.0,191.6,2.152,4.0,0.0,5,2.158,3,0,0.0
220390,2.3,106.0,130.0,0,0,,,2.08,2.27,13,13,0,35.0,76.3,2.208,3.7,1.0,2.15,,6,6,0,18.0,38.7,2.15,2.6,1.5,2.63,2.49,12,12,0,36.0,92.2,2.567,3.2,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,207.2,2.335,3.7,1.0,5,2.324,3,0,0.0
220396,2.53,106.0,170.0,0,0,,,2.19,2.53,13,13,0,35.0,82.9,2.331,4.0,1.0,2.25,,6,6,0,18.0,40.5,2.25,2.8,1.5,2.72,2.68,12,12,0,36.0,97.1,2.7,3.2,1.5,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,220.5,2.458,4.0,1.0,5,2.474,3,0,0.0
220401,1.98,97.0,170.0,1,0,,,2.22,2.34,13,13,0,35.0,79.8,2.277,3.4,1.0,1.73,,6,6,0,18.0,31.2,1.733,2.2,1.0,1.64,1.72,10,9,1,30.0,50.3,1.68,2.6,0.0,,,0,0,0,0.0,0.0,,,,29,28,1,83.0,161.3,1.959,3.4,0.0,5,1.93,3,0,0.0
220402,2.44,106.0,100.0,0,0,,,2.21,2.65,13,13,0,35.0,85.2,2.462,3.7,1.0,2.13,,6,6,0,18.0,38.4,2.133,3.0,1.5,2.48,2.63,12,12,0,36.0,92.0,2.567,3.2,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,215.6,2.439,3.7,1.0,5,2.42,3,0,0.0
220404,2.56,100.0,200.0,0,0,,,2.62,2.95,13,13,0,35.0,97.6,2.808,3.7,1.0,2.28,,6,6,0,17.0,38.8,2.333,3.2,1.0,2.57,2.39,12,12,0,36.0,89.3,2.483,3.4,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,225.7,2.59,3.7,1.0,5,2.562,3,0,0.0
220411,2.52,104.0,160.0,0,0,,,2.12,2.0,13,12,1,35.0,72.0,2.046,3.2,0.0,2.3,,6,6,0,18.0,41.4,2.3,2.6,2.2,2.9,2.89,12,12,0,36.0,104.3,2.9,3.2,2.2,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,217.7,2.426,3.2,0.0,5,2.442,3,0,0.0
220423,2.82,106.0,100.0,0,0,,,,,0,0,0,0.0,0.0,,,,2.3,,6,6,0,18.0,41.4,2.3,3.0,1.5,2.93,2.85,12,12,0,36.0,104.0,2.9,3.4,2.6,,,0,0,0,0.0,0.0,,,,18,18,0,54.0,145.4,2.7,3.4,1.5,3,2.693,2,0,0.0
220428,1.8,91.0,100.0,1,0,,,2.58,2.36,13,13,0,35.0,86.2,2.423,4.0,1.5,2.16,,6,6,0,17.0,36.7,2.183,2.6,1.5,1.62,0.5,12,9,3,36.0,38.1,1.058,2.2,0.0,,,0,0,0,0.0,0.0,,,,31,28,3,88.0,161.0,1.848,4.0,0.0,5,1.844,3,0,0.0
220431,2.8,104.0,170.0,0,0,,,2.31,2.29,13,13,0,35.0,80.5,2.246,3.4,1.5,2.2,,6,6,0,18.0,39.6,2.2,2.8,1.0,3.35,3.61,12,12,0,36.0,125.3,3.483,4.0,2.6,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,245.4,2.716,4.0,1.0,5,2.752,3,0,0.0
220436,2.45,103.0,100.0,1,0,,,1.93,2.8,11,11,0,32.0,74.8,2.327,3.7,1.0,1.92,,6,6,0,18.0,34.5,1.917,2.6,1.0,2.51,2.58,12,12,0,36.0,91.7,2.558,3.4,1.5,,,0,0,0,0.0,0.0,,,,29,29,0,86.0,201.0,2.338,3.7,1.0,5,2.348,3,0,0.0
220438,2.63,103.0,140.0,0,0,,,2.55,2.81,13,13,0,35.0,93.8,2.662,3.7,2.0,2.38,,6,6,0,18.0,42.9,2.383,2.8,1.5,2.33,2.8,12,12,0,35.0,89.6,2.567,3.4,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,226.3,2.571,3.7,1.0,5,2.574,3,0,0.0
220446,2.85,103.0,140.0,0,0,,,2.8,2.97,13,13,0,35.0,101.0,2.869,4.0,2.0,2.53,,6,6,0,17.0,43.0,2.5,3.0,2.0,2.98,2.86,12,12,0,36.0,105.1,2.925,3.7,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,249.1,2.819,4.0,2.0,5,2.828,3,0,0.0
220448,1.89,90.0,100.0,4,2,,,1.22,2.52,11,9,2,32.0,58.5,1.773,3.4,0.0,1.88,,6,6,0,17.0,32.0,1.933,2.8,1.0,2.3,0.92,11,9,2,33.0,51.0,1.545,3.0,0.0,,,0,0,0,0.0,0.0,,,,28,24,4,82.0,141.5,1.718,3.4,0.0,5,1.768,3,0,0.0
220462,2.15,88.0,100.0,0,0,,,,,0,0,0,0.0,0.0,,,,1.43,,6,5,1,18.0,25.8,1.433,2.4,0.0,1.83,1.68,12,8,4,36.0,63.1,1.758,3.2,0.0,,,0,0,0,0.0,0.0,,,,18,13,5,54.0,88.9,1.65,3.2,0.0,3,1.647,2,0,1.0
220467,3.18,109.0,160.0,0,0,,,3.07,3.15,13,13,0,35.0,108.9,3.108,4.0,2.6,2.98,,7,7,0,20.0,59.6,2.971,3.4,2.6,3.18,3.3,13,13,0,39.0,126.6,3.246,4.0,2.8,,,0,0,0,0.0,0.0,,,,33,33,0,94.0,295.1,3.133,4.0,2.6,5,3.136,3,0,1.0
220469,2.2,100.0,170.0,2,0,,,1.91,1.54,11,9,2,32.0,55.5,1.682,3.2,0.0,2.36,,5,5,0,15.0,35.4,2.36,2.6,2.0,2.3,2.09,12,12,0,36.0,79.1,2.2,3.2,1.5,,,0,0,0,0.0,0.0,,,,28,26,2,83.0,170.0,2.025,3.2,0.0,5,2.04,3,0,0.0
220470,2.69,103.0,140.0,0,0,,,2.41,2.8,13,13,0,35.0,91.3,2.592,4.0,1.5,2.32,,6,6,0,17.0,39.5,2.35,2.8,1.5,3.13,2.7,12,12,0,36.0,105.0,2.917,4.0,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,235.8,2.671,4.0,1.5,5,2.672,3,0,0.0
220478,2.15,94.0,170.0,3,0,,,1.81,1.5,11,10,1,32.0,53.2,1.673,4.0,0.0,1.58,,5,5,0,15.0,23.7,1.58,2.4,1.0,2.48,1.71,12,11,1,36.0,75.5,2.108,3.7,0.0,,,0,0,0,0.0,0.0,,,,28,26,2,83.0,152.4,1.843,4.0,0.0,5,1.816,3,0,0.0
220492,2.56,102.0,100.0,0,0,,,2.33,2.56,13,13,0,35.0,85.6,2.462,3.7,1.0,2.06,,6,6,0,17.0,35.1,2.083,2.8,1.0,2.76,2.8,12,12,0,36.0,100.1,2.783,4.0,2.0,,,0,0,0,0.0,0.0,,,,31,31,0,88.0,220.8,2.513,4.0,1.0,5,2.502,3,0,0.0
220493,2.66,106.0,200.0,0,0,,,2.52,2.84,13,13,0,35.0,94.1,2.7,3.7,1.5,2.37,,6,6,0,18.0,42.6,2.367,2.8,2.0,2.73,2.6,12,12,0,36.0,96.0,2.667,3.2,1.5,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,232.7,2.623,3.7,1.5,5,2.612,3,0,0.0
220495,2.29,103.0,100.0,0,0,,,2.04,2.25,13,12,1,35.0,75.2,2.215,3.7,0.0,2.38,,6,6,0,17.0,40.4,2.4,2.8,2.0,2.02,1.93,12,12,0,36.0,71.0,1.975,3.2,1.0,,,0,0,0,0.0,0.0,,,,31,30,1,88.0,186.6,2.158,3.7,0.0,5,2.124,3,0,0.0
220496,2.28,97.0,100.0,0,0,,,2.12,2.62,13,13,0,35.0,83.2,2.362,4.0,1.5,1.42,,6,5,1,17.0,24.2,1.4,2.2,0.0,2.47,2.38,12,12,0,36.0,87.3,2.425,3.2,1.5,,,0,0,0,0.0,0.0,,,,31,30,1,88.0,194.7,2.2,4.0,0.0,5,2.202,3,0,0.0
220498,3.4,115.0,200.0,0,0,,,3.19,3.5,14,14,0,38.0,127.6,3.35,4.0,2.8,3.09,,7,7,0,20.0,61.7,3.1,3.7,2.6,3.44,3.67,14,14,0,42.0,149.4,3.557,4.0,2.2,,,0,0,0,0.0,0.0,,,,35,35,0,100.0,338.7,3.383,4.0,2.2,5,3.378,3,0,0.0
220499,2.12,104.0,160.0,0,0,,,2.51,1.73,13,12,1,35.0,73.7,2.046,3.4,0.0,1.95,,6,6,0,18.0,35.1,1.95,2.4,1.0,2.34,2.11,12,12,0,36.0,80.1,2.233,2.8,1.5,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,188.9,2.1,3.4,0.0,5,2.128,3,0,0.0
220509,2.62,106.0,130.0,1,0,,,1.99,2.55,13,13,0,35.0,79.8,2.254,3.7,1.0,1.62,,6,6,0,18.0,29.1,1.617,2.2,1.0,3.4,3.27,12,12,0,36.0,120.0,3.333,4.0,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,228.9,2.548,4.0,1.0,5,2.566,3,0,0.0
220524,2.34,99.0,70.0,2,0,,,1.61,2.3,11,10,1,32.0,61.8,1.873,3.7,0.0,2.48,,5,5,0,15.0,37.2,2.48,3.0,2.0,2.66,2.36,12,12,0,36.0,90.4,2.517,3.4,2.0,,,0,0,0,0.0,0.0,,,,28,27,1,83.0,189.4,2.257,3.7,0.0,5,2.282,3,0,0.0
220527,2.03,97.0,140.0,3,0,,,1.84,2.2,11,11,0,32.0,64.2,1.991,3.2,1.0,1.45,,6,5,1,18.0,26.1,1.45,2.2,0.0,2.31,1.58,12,11,1,36.0,70.0,1.95,2.8,0.0,,,0,0,0,0.0,0.0,,,,29,27,2,86.0,160.3,1.862,3.2,0.0,5,1.876,3,0,0.0
220529,2.6,106.0,70.0,0,0,,,2.56,2.46,13,13,0,35.0,87.7,2.477,4.0,1.5,1.78,,6,6,0,18.0,32.1,1.783,2.6,1.0,2.94,3.03,12,12,0,36.0,107.6,2.992,3.7,2.4,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,227.4,2.542,4.0,1.0,5,2.554,3,0,0.0
220532,1.99,97.0,200.0,4,2,,,1.46,2.26,11,9,2,32.0,58.8,1.782,3.7,0.0,2.0,,6,6,0,18.0,36.0,2.0,2.6,1.0,1.66,2.13,11,10,1,33.0,61.9,1.882,2.8,0.0,,,0,0,0,0.0,0.0,,,,28,25,3,83.0,156.7,1.868,3.7,0.0,5,1.902,3,0,0.0
220537,2.78,106.0,160.0,0,0,,,2.89,2.94,13,13,0,35.0,102.1,2.923,4.0,2.0,2.83,,6,6,0,18.0,51.0,2.833,3.2,2.4,2.79,2.36,12,12,0,36.0,92.8,2.583,3.2,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,245.9,2.774,4.0,1.0,5,2.762,3,0,0.0
220538,2.19,94.0,100.0,1,0,,,1.69,2.64,11,9,2,32.0,68.4,2.118,3.4,0.0,1.93,,6,6,0,18.0,34.8,1.933,2.8,1.0,1.65,1.93,12,11,1,36.0,64.5,1.792,3.2,0.0,,,0,0,0,0.0,0.0,,,,29,26,3,86.0,167.7,1.945,3.4,0.0,5,1.968,3,0,0.0
220540,2.02,97.0,130.0,1,1,,,2.05,2.12,13,12,1,35.0,73.0,2.062,3.7,0.0,1.66,,6,6,0,17.0,28.3,1.717,2.6,1.0,1.7,2.04,11,10,1,33.0,61.2,1.855,2.8,0.0,,,0,0,0,0.0,0.0,,,,30,28,2,85.0,162.5,1.917,3.7,0.0,5,1.914,3,0,0.0
220554,2.69,106.0,170.0,0,0,,,2.4,2.64,13,13,0,35.0,88.3,2.562,4.0,1.0,1.9,,6,5,1,18.0,34.2,1.9,3.2,0.0,2.83,2.99,12,12,0,36.0,104.7,2.917,3.4,2.6,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,227.2,2.571,4.0,0.0,5,2.552,3,0,0.0
220571,2.53,100.0,170.0,0,0,,,2.98,2.67,13,13,0,35.0,98.7,2.808,4.0,2.0,2.73,,6,6,0,17.0,46.4,2.733,3.0,2.4,2.57,1.84,11,11,0,33.0,73.8,2.236,3.2,1.0,,,0,0,0,0.0,0.0,,,,30,30,0,85.0,218.9,2.583,4.0,1.0,5,2.558,3,0,0.0
220574,2.46,106.0,170.0,0,0,,,2.52,2.47,13,13,0,35.0,87.3,2.492,3.7,1.0,2.02,,6,6,0,18.0,36.3,2.017,3.0,1.0,3.0,2.33,12,12,0,36.0,95.9,2.667,3.4,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,219.5,2.468,3.7,1.0,5,2.468,3,0,0.0
220582,2.6,106.0,170.0,0,0,,,2.52,2.12,13,13,0,35.0,81.0,2.292,4.0,1.5,1.83,,6,6,0,18.0,33.0,1.833,2.4,1.0,3.07,3.17,12,12,0,36.0,112.2,3.117,3.4,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,226.2,2.523,4.0,1.0,5,2.542,3,0,0.0
220585,2.61,106.0,200.0,0,0,,,2.34,2.3,13,12,1,35.0,81.2,2.308,3.7,0.0,2.28,,6,6,0,18.0,41.1,2.283,2.8,1.5,2.58,2.83,12,12,0,36.0,97.4,2.708,3.2,1.5,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,219.7,2.458,3.7,0.0,5,2.466,3,0,0.0
220593,2.45,106.0,110.0,0,0,,,2.28,2.91,13,13,0,35.0,91.1,2.615,4.0,1.5,2.0,,6,6,0,18.0,36.0,2.0,2.8,1.0,2.36,2.38,12,12,0,36.0,85.3,2.375,3.2,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,212.4,2.403,4.0,1.0,5,2.386,3,0,0.0
220606,2.45,100.0,100.0,0,0,,,2.4,2.86,13,13,0,35.0,92.3,2.662,3.7,1.0,2.27,,6,6,0,18.0,40.8,2.267,3.2,1.0,2.37,2.71,12,12,0,36.0,91.4,2.542,3.4,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,224.5,2.539,3.7,1.0,5,2.522,3,0,0.0
220608,2.67,100.0,100.0,0,0,,,2.5,2.43,13,12,1,35.0,86.3,2.438,4.0,0.0,2.15,,6,6,0,17.0,36.5,2.183,3.0,1.0,2.64,3.15,12,12,0,36.0,104.3,2.9,4.0,1.5,,,0,0,0,0.0,0.0,,,,31,30,1,88.0,227.1,2.568,4.0,0.0,5,2.574,3,0,0.0
220611,2.46,95.0,200.0,3,0,,,1.64,1.78,11,10,1,32.0,54.5,1.718,3.2,0.0,1.88,,5,5,0,15.0,28.2,1.88,2.2,1.5,2.68,2.83,12,12,0,35.0,96.3,2.783,3.7,1.5,,,0,0,0,0.0,0.0,,,,28,27,1,82.0,179.0,2.204,3.7,0.0,5,2.162,3,0,0.0
220613,2.21,79.0,140.0,3,3,,,2.15,2.17,13,13,0,35.0,75.7,2.162,3.0,1.0,0.58,,6,3,3,18.0,10.5,0.583,1.5,0.0,1.99,2.53,10,9,1,29.0,65.3,2.25,3.2,0.0,,,0,0,0,0.0,0.0,,,,29,25,4,82.0,151.5,1.866,3.2,0.0,5,1.884,3,0,1.0
220618,3.19,112.0,170.0,0,0,,,2.65,3.11,13,13,0,35.0,101.0,2.915,4.0,1.0,2.93,,6,6,0,18.0,52.8,2.933,3.4,2.6,3.37,3.66,14,14,0,42.0,147.6,3.514,4.0,2.8,,,0,0,0,0.0,0.0,,,,33,33,0,95.0,301.4,3.173,4.0,1.0,5,3.144,3,0,0.0
220626,2.47,104.0,170.0,0,0,,,2.42,2.56,13,13,0,35.0,87.2,2.469,3.7,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.0,2.0,2.32,2.32,12,12,0,36.0,83.6,2.333,3.0,1.0,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,216.4,2.429,3.7,1.0,5,2.43,3,0,0.0
220628,2.32,98.0,160.0,2,0,,,2.12,1.7,13,10,3,35.0,66.6,1.923,4.0,0.0,1.98,,5,5,0,15.0,29.7,1.98,2.2,1.5,2.39,2.31,12,12,0,36.0,84.5,2.358,3.0,1.0,,,0,0,0,0.0,0.0,,,,30,27,3,86.0,180.8,2.107,4.0,0.0,5,2.1,3,0,0.0
220631,2.47,100.0,130.0,0,0,,,2.11,2.83,13,13,0,35.0,86.7,2.462,4.0,1.0,1.67,,6,5,1,18.0,30.0,1.667,2.4,0.0,2.66,2.82,12,12,0,35.0,95.9,2.75,3.4,2.0,,,0,0,0,0.0,0.0,,,,31,30,1,88.0,212.6,2.419,4.0,0.0,5,2.418,3,0,0.0
220632,2.0,94.0,130.0,4,3,,,1.84,2.4,11,11,0,32.0,67.2,2.109,3.7,1.0,1.2,,5,5,0,15.0,18.0,1.2,1.5,1.0,2.43,2.18,10,10,0,30.0,69.2,2.31,3.0,1.5,,,0,0,0,0.0,0.0,,,,26,26,0,77.0,154.4,2.012,3.7,1.0,5,2.01,3,0,0.0
220634,2.79,100.0,130.0,0,0,,,3.0,2.81,13,13,0,35.0,101.6,2.854,4.0,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.0,2.2,3.13,2.4,12,11,1,36.0,99.5,2.767,3.4,0.0,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,246.7,2.758,4.0,0.0,5,2.774,3,0,0.0
220635,2.43,94.0,160.0,2,0,,,1.89,1.52,11,9,2,32.0,54.9,1.709,3.4,0.0,2.49,,6,6,0,15.0,37.4,2.533,2.8,2.0,2.5,2.56,11,11,0,33.0,83.4,2.527,3.4,2.0,,,0,0,0,0.0,0.0,,,,28,26,2,80.0,175.7,2.207,3.4,0.0,5,2.192,3,0,0.0
220638,2.6,101.0,160.0,0,0,,,2.44,2.48,13,13,0,35.0,86.1,2.469,3.7,1.0,2.35,,6,6,0,18.0,42.3,2.35,3.2,1.5,2.99,2.26,12,11,1,36.0,94.6,2.633,4.0,0.0,,,0,0,0,0.0,0.0,,,,31,30,1,89.0,223.0,2.51,4.0,0.0,5,2.504,3,0,0.0
220640,2.1,101.0,140.0,1,0,,,1.97,2.42,13,13,0,35.0,77.1,2.238,3.2,1.0,1.72,,6,6,0,18.0,30.9,1.717,2.6,1.0,2.24,1.78,11,11,0,33.0,65.6,1.991,3.0,1.0,,,0,0,0,0.0,0.0,,,,30,30,0,86.0,173.6,2.043,3.2,1.0,5,2.026,3,0,0.0
220642,2.48,106.0,170.0,0,0,,,2.44,2.32,13,13,0,35.0,83.3,2.392,3.4,1.0,1.9,,6,6,0,18.0,34.2,1.9,2.6,1.0,2.72,2.73,12,12,0,36.0,98.2,2.733,3.4,2.2,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,215.7,2.429,3.4,1.0,5,2.422,3,0,0.0
220650,2.55,106.0,130.0,0,0,,,2.6,2.74,13,13,0,35.0,93.6,2.7,3.7,1.5,1.98,,6,6,0,18.0,35.7,1.983,2.6,1.5,2.74,2.27,12,12,0,36.0,90.3,2.517,3.4,1.5,,,0,0,0,0.0,0.0,,,,31,31,0,89.0,219.6,2.49,3.7,1.5,5,2.466,3,0,0.0
