student_id,cumulative_gpa,academic_hours,training_hours,total_warnings_max,consecutive_warnings_max,military_education,year1_fall_gpa,year1_spring_gpa,year1_total_courses,year1_passed_courses,year1_failed_courses,year1_credits,year1_points,year1_avg_grade,year1_max_grade,year1_min_grade,year2_fall_gpa,year2_spring_gpa,year2_total_courses,year2_passed_courses,year2_failed_courses,year2_credits,year2_points,year2_avg_grade,year2_max_grade,year2_min_grade,year3_fall_gpa,year3_spring_gpa,year3_total_courses,year3_passed_courses,year3_failed_courses,year3_credits,year3_points,year3_avg_grade,year3_max_grade,year3_min_grade,year4_fall_gpa,year4_spring_gpa,year4_total_courses,year4_passed_courses,year4_failed_courses,year4_credits,year4_points,year4_avg_grade,year4_max_grade,year4_min_grade,total_courses,passed_courses,failed_courses,total_credits_all_years,total_points_all_years,avg_numeric_grade,highest_grade,lowest_grade,semester_gpa_count,overall_semester_gpa_avg,years_available,complete_four_year_record,graduation_status,at_risk
220182,2.36,135.0,240.0,3,0,اجتاز,,,0,0,0,0.0,0.0,,,,1.53,,6,6,0,17.0,26.0,1.5,2.0,1.0,2.4,1.83,12,12,0,36.0,76.2,2.125,3.2,1.0,2.78,2.98,12,12,0,35.0,101.1,2.892,3.7,1.5,30,30,0,88.0,203.3,2.307,3.7,1.0,5,2.304,3,0,graduate,1
220191,3.37,135.0,160.0,0,0,اجتاز,2.98,3.23,14,14,0,38.0,118.4,3.114,4.0,2.2,3.05,,7,7,0,20.0,60.9,3.043,3.7,2.4,3.67,3.53,14,14,0,42.0,151.2,3.6,4.0,3.0,3.55,3.8,7,7,0,20.0,73.3,3.643,4.0,3.2,42,42,0,120.0,403.8,3.352,4.0,2.2,7,3.401,4,1,graduate,0
220192,3.33,135.0,130.0,0,0,اجتاز,2.52,3.38,13,13,0,35.0,103.8,2.962,4.0,1.0,3.2,,6,6,0,18.0,57.6,3.2,3.7,2.2,3.47,3.55,12,12,0,36.0,126.3,3.508,4.0,2.8,3.62,3.52,10,10,0,29.0,104.0,3.58,4.0,3.2,41,41,0,118.0,391.7,3.307,4.0,1.0,7,3.323,4,1,graduate,0
220196,2.31,135.0,130.0,2,2,اجتاز,1.9,2.14,11,11,0,32.0,64.4,2.018,3.7,1.0,1.67,,6,6,0,18.0,30.0,1.667,2.0,1.0,2.47,2.5,12,12,0,36.0,89.4,2.483,3.2,1.0,2.65,2.62,9,9,0,26.0,68.7,2.633,3.7,2.0,38,38,0,112.0,252.5,2.255,3.7,1.0,7,2.279,4,1,graduate,1
220199,2.58,135.0,160.0,0,0,اجتاز,2.49,2.97,13,13,0,35.0,95.8,2.723,4.0,2.0,2.15,,6,6,0,18.0,38.7,2.15,2.6,1.5,2.72,2.36,12,12,0,36.0,91.4,2.55,3.2,2.0,2.88,2.8,10,10,0,29.0,82.6,2.84,4.0,2.0,41,41,0,118.0,308.5,2.617,4.0,1.5,7,2.624,4,1,graduate,0
220212,2.71,135.0,160.0,0,0,اجتاز,2.14,2.33,13,13,0,35.0,78.4,2.246,3.2,1.5,2.5,,6,6,0,18.0,45.0,2.5,2.8,2.2,2.97,2.75,12,12,0,36.0,102.9,2.867,4.0,2.4,3.15,2.87,10,10,0,29.0,88.1,3.03,4.0,2.2,41,41,0,118.0,314.4,2.656,4.0,1.5,7,2.673,4,1,graduate,0
220234,2.53,135.0,100.0,0,0,اجتاز,2.04,2.47,13,13,0,35.0,79.1,2.285,4.0,1.0,2.32,,6,6,0,17.0,39.4,2.333,2.8,2.0,2.43,2.6,12,12,0,36.0,90.6,2.525,3.0,1.5,3.02,2.88,11,11,0,32.0,94.7,2.955,3.7,2.4,42,42,0,120.0,303.8,2.536,4.0,1.0,7,2.537,4,1,graduate,0
220247,2.94,135.0,100.0,0,0,اجتاز,2.63,2.69,13,13,0,35.0,93.1,2.685,4.0,1.0,2.4,,6,6,0,16.0,38.4,2.35,3.0,1.5,2.99,3.19,12,12,0,36.0,111.4,3.1,4.0,2.6,3.36,3.23,12,12,0,36.0,118.8,3.3,4.0,2.6,43,43,0,123.0,361.7,2.926,4.0,1.0,7,2.927,4,1,graduate,0
220259,2.65,135.0,170.0,0,0,اجتاز,2.53,2.48,13,13,0,35.0,87.6,2.538,3.2,2.0,2.09,,6,5,1,17.0,35.6,2.1,3.0,0.0,2.56,2.25,11,10,1,33.0,78.9,2.391,3.4,0.0,2.85,2.67,13,13,0,39.0,107.4,2.754,3.7,2.0,43,41,2,124.0,309.5,2.505,3.7,0.0,7,2.49,4,1,graduate,0
220264,3.23,135.0,160.0,0,0,اجتاز,3.25,3.11,14,14,0,38.0,120.5,3.164,4.0,2.2,2.96,,7,7,0,20.0,59.2,2.971,3.4,2.4,3.32,3.4,13,13,0,39.0,131.1,3.362,4.0,2.2,3.3,3.33,8,8,0,23.0,76.2,3.3,4.0,2.8,42,42,0,120.0,387.0,3.219,4.0,2.2,7,3.239,4,1,graduate,0
220266,2.99,135.0,140.0,0,0,اجتاز,2.76,2.83,13,13,0,35.0,97.8,2.8,4.0,1.5,2.77,,6,6,0,18.0,49.8,2.767,3.2,2.2,3.16,2.93,12,12,0,36.0,109.7,3.05,4.0,2.0,3.21,3.1,10,10,0,29.0,91.8,3.16,4.0,2.8,41,41,0,118.0,349.1,2.956,4.0,1.5,7,2.966,4,1,graduate,0
220270,2.78,117.0,170.0,0,1,اجتاز,2.18,2.08,13,12,1,35.0,74.5,2.131,3.2,0.0,1.76,,6,5,1,17.0,29.9,1.817,2.8,0.0,3.25,3.04,12,12,0,36.0,113.3,3.15,3.7,2.6,2.92,2.92,4,4,0,11.0,32.2,2.95,3.4,2.6,35,33,2,99.0,249.9,2.52,3.7,0.0,7,2.593,4,1,level4_non_graduate,0
220275,2.21,135.0,240.0,1,0,اجتاز,2.12,1.96,13,13,0,35.0,71.2,2.069,3.0,1.0,1.97,,6,6,0,18.0,35.4,1.967,3.0,1.0,2.12,1.08,12,10,2,36.0,57.6,1.6,3.0,0.0,2.69,2.54,11,11,0,31.0,81.4,2.618,3.4,2.0,42,40,2,120.0,245.6,2.064,3.4,0.0,7,2.069,4,1,graduate,1
220278,2.26,135.0,170.0,2,2,اجتاز,1.8,1.72,11,8,3,32.0,56.4,1.8,4.0,0.0,2.43,,6,6,0,18.0,43.8,2.433,3.0,2.2,2.02,1.37,12,11,1,36.0,60.9,1.692,3.0,0.0,2.41,2.57,12,12,0,32.0,79.5,2.475,3.7,1.0,41,37,4,118.0,240.6,2.059,4.0,0.0,7,2.046,4,1,graduate,1
220287,2.81,135.0,240.0,0,0,اجتاز,,,0,0,0,0.0,0.0,,,,2.47,,6,6,0,18.0,44.4,2.467,3.0,2.0,2.82,2.53,12,12,0,36.0,96.3,2.683,3.4,2.0,3.06,2.97,11,11,0,31.0,93.8,3.018,3.7,2.6,29,29,0,85.0,234.5,2.766,3.7,2.0,5,2.77,3,0,graduate,0
220290,3.11,135.0,200.0,0,0,اجتاز,2.64,3.14,13,13,0,35.0,101.4,2.908,4.0,1.5,2.53,,6,6,0,18.0,45.6,2.533,3.2,2.0,2.89,3.32,12,12,0,36.0,111.8,3.108,3.7,1.5,3.71,3.45,10,10,0,29.0,104.5,3.59,4.0,3.2,41,41,0,118.0,363.3,3.078,4.0,1.5,7,3.097,4,1,graduate,0
220294,2.37,135.0,100.0,2,2,اجتاز,2.23,2.16,13,13,0,35.0,76.7,2.185,3.4,1.0,1.48,,6,5,1,18.0,26.7,1.483,2.4,0.0,2.37,2.54,11,11,0,33.0,81.3,2.473,3.2,1.5,2.7,2.9,13,13,0,38.0,106.6,2.8,4.0,2.2,43,42,1,124.0,291.3,2.347,4.0,0.0,7,2.34,4,1,graduate,1
220302,2.53,135.0,240.0,0,0,اجتاز,2.2,2.43,13,13,0,35.0,81.1,2.308,3.4,1.0,2.23,,6,6,0,18.0,40.2,2.233,2.8,1.5,2.42,2.65,12,12,0,36.0,91.3,2.55,3.0,2.2,3.1,2.8,10,10,0,29.0,86.4,2.98,4.0,2.2,41,41,0,118.0,299.0,2.532,4.0,1.0,7,2.547,4,1,graduate,0
220307,3.46,135.0,240.0,0,0,,3.28,3.34,14,14,0,38.0,126.0,3.286,4.0,2.6,3.13,,7,7,0,20.0,62.5,3.1,3.7,2.6,3.67,3.51,14,14,0,42.0,150.9,3.593,4.0,3.0,3.7,3.8,7,7,0,20.0,74.9,3.743,4.0,3.4,42,42,0,120.0,414.3,3.433,4.0,2.6,7,3.49,4,1,graduate,0
220310,2.36,135.0,240.0,1,1,,1.97,2.49,13,13,0,35.0,78.3,2.238,3.7,1.0,1.83,,6,6,0,18.0,33.0,1.833,2.4,1.0,2.87,2.33,12,12,0,36.0,93.6,2.6,3.4,2.0,2.2,2.65,10,10,0,29.0,69.2,2.4,3.4,1.0,41,41,0,118.0,274.1,2.324,3.7,1.0,7,2.334,4,1,graduate,1
220314,2.96,135.0,170.0,0,0,اجتاز,2.34,2.97,13,13,0,35.0,93.1,2.638,4.0,1.0,2.54,,6,6,0,17.0,43.2,2.533,3.2,2.0,3.08,3.11,12,12,0,35.0,108.3,3.083,3.7,2.4,3.52,3.27,9,9,0,27.0,92.1,3.411,4.0,3.0,40,40,0,114.0,336.7,2.93,4.0,1.0,7,2.976,4,1,graduate,0
220316,2.44,135.0,30.0,2,0,لم يجتاز,,,0,0,0,0.0,0.0,,,,2.08,,5,5,0,15.0,31.2,2.08,2.2,2.0,,,0,0,0,0.0,0.0,,,,2.9,2.59,13,13,0,37.0,99.9,2.731,4.0,1.5,18,18,0,52.0,131.1,2.55,4.0,1.5,3,2.523,2,0,level4_non_graduate,1
220328,2.51,135.0,140.0,0,0,اجتاز,,,0,0,0,0.0,0.0,,,,2.37,,6,6,0,17.0,40.3,2.383,2.8,1.5,2.39,1.5,12,10,2,36.0,70.1,1.95,3.0,0.0,2.68,2.86,11,11,0,32.0,88.5,2.773,4.0,2.0,29,27,2,85.0,198.9,2.352,4.0,0.0,5,2.36,3,0,graduate,0
220331,1.64,135.0,110.0,3,3,اجتاز,1.34,1.44,11,9,2,32.0,44.4,1.345,2.6,0.0,1.44,,5,4,1,15.0,21.6,1.44,2.2,0.0,,,0,0,0,0.0,0.0,,,,2.89,2.97,13,13,0,35.0,102.7,2.915,4.0,2.2,29,26,3,82.0,168.7,2.066,4.0,0.0,5,2.016,3,0,graduate,1
220335,2.62,135.0,240.0,0,0,اجتاز,2.25,1.91,13,13,0,35.0,72.7,2.054,3.4,1.0,2.34,,6,6,0,17.0,39.7,2.35,2.8,1.5,2.96,2.56,11,11,0,33.0,91.7,2.782,3.4,2.0,3.1,2.82,11,11,0,32.0,95.1,2.973,4.0,2.0,41,41,0,117.0,299.2,2.539,4.0,1.0,7,2.563,4,1,graduate,0
220336,2.35,135.0,240.0,0,0,,2.1,2.51,13,13,0,35.0,80.9,2.308,3.2,1.0,2.33,,6,6,0,18.0,42.0,2.333,2.6,2.0,2.56,2.18,12,12,0,36.0,85.4,2.375,3.2,1.0,3.07,2.9,10,7,0,29.0,87.0,2.857,4.0,2.4,41,38,0,118.0,295.3,2.434,4.0,1.0,7,2.521,4,1,graduate,0
220341,2.51,135.0,100.0,0,0,اجتاز,2.24,1.94,13,12,1,35.0,73.0,2.085,3.7,0.0,1.75,,6,5,1,18.0,31.5,1.75,3.0,0.0,2.98,2.13,12,12,0,36.0,92.1,2.558,3.7,1.5,2.85,2.98,11,11,0,32.0,93.2,2.891,3.7,2.2,42,40,2,121.0,289.8,2.383,3.7,0.0,7,2.41,4,1,graduate,0
220355,3.09,135.0,160.0,0,0,اجتاز,,,0,0,0,0.0,0.0,,,,3.02,,6,6,0,17.0,51.4,3.0,3.4,2.6,3.32,3.23,12,12,0,36.0,117.9,3.275,3.7,2.8,3.32,3.16,9,9,0,26.0,84.6,3.222,4.0,2.4,27,27,0,79.0,253.9,3.196,4.0,2.4,5,3.21,3,0,graduate,0
220358,2.71,132.0,130.0,0,0,اجتاز,2.24,2.76,13,13,0,35.0,87.6,2.477,4.0,1.0,2.4,,6,6,0,17.0,40.8,2.4,2.8,2.0,2.9,2.66,12,12,0,36.0,100.0,2.783,3.4,2.2,3.7,2.92,9,8,0,27.0,83.1,2.987,4.0,2.4,40,39,0,115.0,311.5,2.664,4.0,1.0,7,2.797,4,1,level4_non_graduate,0
220362,2.66,135.0,100.0,0,0,اجتاز,2.01,2.01,13,13,0,35.0,70.4,1.992,3.7,1.0,2.43,,6,6,0,18.0,43.8,2.433,2.8,2.2,3.13,2.89,12,12,0,36.0,108.3,3.017,3.4,2.6,3.12,2.97,10,10,0,29.0,88.9,3.07,4.0,2.4,41,41,0,118.0,311.4,2.62,4.0,1.0,7,2.651,4,1,graduate,0
220363,2.59,135.0,240.0,0,0,,2.11,2.48,13,13,0,35.0,80.4,2.331,3.7,1.0,2.35,,6,6,0,17.0,40.0,2.333,2.6,2.0,2.9,2.74,12,12,0,36.0,101.6,2.825,3.7,2.0,2.82,2.48,9,9,0,26.0,69.6,2.633,4.0,1.5,40,40,0,114.0,291.6,2.548,4.0,1.0,7,2.554,4,1,graduate,0
220367,2.83,135.0,240.0,3,3,,1.36,1.78,11,10,1,32.0,49.8,1.509,3.4,0.0,2.04,,5,5,0,15.0,30.6,2.04,2.6,1.0,,,0,0,0,0.0,0.0,,,,3.23,3.08,13,13,0,36.0,113.6,3.154,4.0,2.6,29,28,1,83.0,194.0,2.338,4.0,0.0,5,2.298,3,0,graduate,1
220369,2.81,135.0,240.0,0,0,اجتاز,2.41,2.69,13,13,0,35.0,89.4,2.554,3.7,1.5,2.22,,6,6,0,18.0,39.9,2.217,2.6,1.5,2.99,3.17,12,12,0,36.0,110.9,3.083,3.4,2.6,3.12,2.99,11,11,0,31.0,95.1,3.064,4.0,2.4,42,42,0,120.0,335.3,2.79,4.0,1.5,7,2.799,4,1,graduate,0
220373,2.22,135.0,100.0,1,1,اجتاز,2.22,2.34,13,13,0,35.0,79.9,2.315,3.7,1.0,1.27,,6,5,1,18.0,22.8,1.267,2.4,0.0,2.36,1.76,12,11,1,36.0,74.1,2.067,3.0,0.0,2.57,2.7,11,11,0,33.5,86.6,2.627,3.7,1.5,42,40,2,122.5,263.4,2.176,3.7,0.0,7,2.174,4,1,graduate,1
220375,2.9,135.0,130.0,0,0,اجتاز,2.43,2.58,13,12,1,35.0,87.8,2.462,3.7,0.0,2.57,,6,6,0,18.0,46.2,2.567,3.0,2.2,2.99,2.8,12,12,0,36.0,104.3,2.9,3.4,2.4,3.49,3.15,10,10,0,29.0,97.2,3.34,4.0,2.6,41,40,1,118.0,335.5,2.82,4.0,0.0,7,2.859,4,1,graduate,0
220384,2.86,135.0,230.0,0,0,اجتاز,,,0,0,0,0.0,0.0,,,,2.86,,6,6,0,16.0,45.8,2.833,3.4,2.6,2.43,2.88,11,11,0,33.0,88.4,2.691,3.4,2.0,3.3,2.82,10,10,0,30.0,93.3,3.11,4.0,2.2,27,27,0,79.0,227.5,2.878,4.0,2.0,5,2.858,3,0,graduate,0
220387,2.34,135.0,110.0,0,0,لم يجتاز,2.58,2.52,13,13,0,35.0,89.2,2.5,4.0,1.5,1.27,,6,4,2,18.0,22.8,1.267,2.6,0.0,2.46,1.96,12,11,1,36.0,79.6,2.217,3.4,0.0,2.6,2.24,9,9,0,27.5,57.4,2.144,4.0,1.0,40,37,3,116.5,249.0,2.15,4.0,0.0,7,2.233,4,1,level4_non_graduate,0
220390,2.38,135.0,240.0,0,0,اجتاز,2.08,2.27,13,13,0,35.0,76.3,2.208,3.7,1.0,2.15,,6,6,0,18.0,38.7,2.15,2.6,1.5,2.63,2.49,12,12,0,36.0,92.2,2.567,3.2,2.0,2.61,2.77,10,10,0,30.5,80.0,2.69,3.7,1.5,41,41,0,119.5,287.2,2.422,3.7,1.0,7,2.429,4,1,graduate,0
220396,2.65,135.0,170.0,0,0,,2.19,2.53,13,13,0,35.0,82.9,2.331,4.0,1.0,2.25,,6,6,0,18.0,40.5,2.25,2.8,1.5,2.72,2.68,12,12,0,36.0,97.1,2.7,3.2,1.5,3.06,3.1,10,10,0,29.0,89.3,3.07,4.0,2.4,41,41,0,118.0,309.8,2.607,4.0,1.0,7,2.647,4,1,graduate,0
220401,2.24,97.0,170.0,1,0,اجتاز,2.22,2.34,13,13,0,35.0,79.8,2.277,3.4,1.0,1.73,,6,6,0,18.0,31.2,1.733,2.2,1.0,1.64,1.72,10,9,1,30.0,50.3,1.68,2.6,0.0,2.95,2.44,11,11,0,32.0,86.8,2.709,4.0,1.5,40,39,1,115.0,248.1,2.165,4.0,0.0,7,2.149,4,1,graduate,1
220402,2.52,135.0,100.0,0,0,اجتاز,2.21,2.65,13,13,0,35.0,85.2,2.462,3.7,1.0,2.13,,6,6,0,18.0,38.4,2.133,3.0,1.5,2.48,2.63,12,12,0,36.0,92.0,2.567,3.2,2.0,2.81,2.85,10,10,0,29.0,82.0,2.82,4.0,2.4,41,41,0,118.0,297.6,2.532,4.0,1.0,7,2.537,4,1,graduate,0
220404,2.62,135.0,240.0,0,0,,2.62,2.95,13,13,0,35.0,97.6,2.808,3.7,1.0,2.28,,6,6,0,17.0,38.8,2.333,3.2,1.0,2.57,2.39,12,12,0,36.0,89.3,2.483,3.4,1.0,2.75,2.7,10,10,0,30.0,81.9,2.73,3.7,2.2,41,41,0,118.0,307.6,2.624,3.7,1.0,7,2.609,4,1,graduate,0
220411,2.69,135.0,160.0,0,0,,2.12,2.0,13,12,1,35.0,72.0,2.046,3.2,0.0,2.3,,6,6,0,18.0,41.4,2.3,2.6,2.2,2.9,2.89,12,12,0,36.0,104.3,2.9,3.2,2.2,3.35,3.12,11,11,0,31.0,100.8,3.236,4.0,2.6,42,41,1,120.0,318.5,2.638,4.0,0.0,7,2.669,4,1,graduate,0
220423,2.79,135.0,100.0,0,0,اجتاز,,,0,0,0,0.0,0.0,,,,2.3,,6,6,0,18.0,41.4,2.3,3.0,1.5,2.93,2.85,12,12,0,36.0,104.0,2.9,3.4,2.6,2.68,2.62,10,10,0,29.0,77.2,2.66,4.0,1.5,28,28,0,83.0,222.6,2.686,4.0,1.5,5,2.676,3,0,graduate,0
220428,2.04,126.0,100.0,1,0,اجتاز,2.58,2.36,13,13,0,35.0,86.2,2.423,4.0,1.5,2.16,,6,6,0,17.0,36.7,2.183,2.6,1.5,1.62,0.5,12,9,3,36.0,38.1,1.058,2.2,0.0,1.5,1.92,11,9,1,31.0,66.5,2.33,4.0,0.0,42,37,4,119.0,227.5,1.966,4.0,0.0,7,1.806,4,1,level4_non_graduate,1
220429,2.23,135.0,240.0,2,2,اجتاز,2.02,1.7,13,11,2,35.0,64.9,1.831,3.7,0.0,2.08,,5,5,0,14.0,29.1,2.1,2.4,1.5,,,0,0,0,0.0,0.0,,,,2.91,2.3,12,12,0,31.0,91.0,2.95,4.0,2.0,30,28,2,80.0,185.0,2.323,4.0,0.0,5,2.202,3,0,graduate,1
220431,2.8,135.0,170.0,0,0,اجتاز,2.31,2.29,13,13,0,35.0,80.5,2.246,3.4,1.5,2.2,,6,6,0,18.0,39.6,2.2,2.8,1.0,3.35,3.61,12,12,0,36.0,125.3,3.483,4.0,2.6,3.51,3.31,11,11,0,31.0,106.2,3.4,4.0,2.8,42,42,0,120.0,351.6,2.895,4.0,1.0,7,2.94,4,1,graduate,0
220436,2.59,135.0,100.0,1,0,اجتاز,1.93,2.8,11,11,0,32.0,74.8,2.327,3.7,1.0,1.92,,6,6,0,18.0,34.5,1.917,2.6,1.0,2.51,2.58,12,12,0,36.0,91.7,2.558,3.4,1.5,2.96,2.88,10,10,0,28.0,82.1,2.91,4.0,2.2,39,39,0,114.0,283.1,2.485,4.0,1.0,7,2.511,4,1,graduate,1
220438,2.71,135.0,140.0,0,0,اجتاز,2.55,2.81,13,13,0,35.0,93.8,2.662,3.7,2.0,2.38,,6,6,0,18.0,42.9,2.383,2.8,1.5,2.33,2.8,12,12,0,35.0,89.6,2.567,3.4,1.0,3.19,2.67,10,10,0,29.0,86.4,2.98,3.7,2.2,41,41,0,117.0,312.7,2.671,3.7,1.0,7,2.676,4,1,graduate,0
220446,2.89,135.0,240.0,0,0,,2.8,2.97,13,13,0,35.0,101.0,2.869,4.0,2.0,2.53,,6,6,0,17.0,43.0,2.5,3.0,2.0,2.98,2.86,12,12,0,36.0,105.1,2.925,3.7,2.2,3.2,2.85,11,11,0,32.0,97.6,3.036,3.4,2.6,42,42,0,120.0,346.7,2.876,4.0,2.0,7,2.884,4,1,graduate,0
220448,2.25,135.0,100.0,4,4,اجتاز,1.22,2.52,11,9,2,32.0,58.5,1.773,3.4,0.0,1.88,,6,6,0,17.0,32.0,1.933,2.8,1.0,2.3,0.92,11,9,2,33.0,51.0,1.545,3.0,0.0,3.04,2.65,14,14,0,39.0,110.6,2.829,3.4,2.0,42,38,4,121.0,252.1,2.088,3.4,0.0,7,2.076,4,1,graduate,1
220469,2.38,135.0,240.0,2,2,اجتاز,1.91,1.54,11,9,2,32.0,55.5,1.682,3.2,0.0,2.36,,5,5,0,15.0,35.4,2.36,2.6,2.0,2.3,2.09,12,12,0,36.0,79.1,2.2,3.2,1.5,3.0,2.84,13,13,0,35.0,102.4,2.908,4.0,2.4,41,39,2,118.0,272.4,2.305,4.0,0.0,7,2.291,4,1,graduate,1
220470,2.8,135.0,240.0,0,0,اجتاز,2.41,2.8,13,13,0,35.0,91.3,2.592,4.0,1.5,2.32,,6,6,0,17.0,39.5,2.35,2.8,1.5,3.13,2.7,12,12,0,36.0,105.0,2.917,4.0,2.0,3.17,3.12,11,11,0,32.0,100.8,3.145,4.0,2.8,42,42,0,120.0,336.6,2.795,4.0,1.5,7,2.807,4,1,graduate,0
220478,2.3,135.0,170.0,3,3,اجتاز,1.81,1.5,11,10,1,32.0,53.2,1.673,4.0,0.0,1.58,,5,5,0,15.0,23.7,1.58,2.4,1.0,2.48,1.71,12,11,1,36.0,75.5,2.108,3.7,0.0,2.79,2.46,13,13,0,35.0,92.2,2.662,4.0,2.0,41,39,2,118.0,244.6,2.102,4.0,0.0,7,2.047,4,1,graduate,1
220481,2.58,135.0,240.0,3,0,اجتاز,1.65,2.2,11,10,1,32.0,61.1,1.882,4.0,0.0,1.48,,7,4,3,18.0,26.6,1.4,2.8,0.0,,,0,0,0,0.0,0.0,,,,2.74,2.35,12,12,0,33.0,88.9,2.708,4.0,2.0,30,26,4,83.0,176.6,2.1,4.0,0.0,5,2.084,3,0,graduate,1
220492,2.73,135.0,240.0,0,0,اجتاز,2.33,2.56,13,13,0,35.0,85.6,2.462,3.7,1.0,2.06,,6,6,0,17.0,35.1,2.083,2.8,1.0,2.76,2.8,12,12,0,36.0,100.1,2.783,4.0,2.0,3.36,3.1,11,11,0,33.0,107.1,3.245,4.0,2.4,42,42,0,121.0,327.9,2.705,4.0,1.0,7,2.71,4,1,graduate,0
220493,2.76,135.0,240.0,0,0,,2.52,2.84,13,13,0,35.0,94.1,2.7,3.7,1.5,2.37,,6,6,0,18.0,42.6,2.367,2.8,2.0,2.73,2.6,12,12,0,36.0,96.0,2.667,3.2,1.5,3.21,3.0,10,10,0,29.0,90.7,3.13,4.0,2.4,41,41,0,118.0,323.4,2.746,4.0,1.5,7,2.753,4,1,graduate,0
220495,2.38,135.0,100.0,0,0,اجتاز,2.04,2.25,13,12,1,35.0,75.2,2.215,3.7,0.0,2.38,,6,6,0,17.0,40.4,2.4,2.8,2.0,2.02,1.93,12,12,0,36.0,71.0,1.975,3.2,1.0,2.56,2.75,11,11,0,33.5,87.1,2.636,3.7,1.5,42,41,1,121.5,273.7,2.283,3.7,0.0,7,2.276,4,1,graduate,0
220496,2.37,135.0,100.0,0,0,اجتاز,2.12,2.62,13,13,0,35.0,83.2,2.362,4.0,1.5,1.42,,6,5,1,17.0,24.2,1.4,2.2,0.0,2.47,2.38,12,12,0,36.0,87.3,2.425,3.2,1.5,2.72,2.4,12,12,0,35.0,89.5,2.558,3.7,2.0,43,42,1,123.0,284.2,2.3,4.0,0.0,7,2.304,4,1,graduate,0
220498,3.45,135.0,240.0,0,0,,3.19,3.5,14,14,0,38.0,127.6,3.35,4.0,2.8,3.09,,7,7,0,20.0,61.7,3.1,3.7,2.6,3.44,3.67,14,14,0,42.0,149.4,3.557,4.0,2.2,3.72,3.8,7,7,0,20.0,75.2,3.743,4.0,3.4,42,42,0,120.0,413.9,3.443,4.0,2.2,7,3.487,4,1,graduate,0
220499,2.31,135.0,240.0,0,0,اجتاز,2.51,1.73,13,12,1,35.0,73.7,2.046,3.4,0.0,1.95,,6,6,0,18.0,35.1,1.95,2.4,1.0,2.34,2.11,12,12,0,36.0,80.1,2.233,2.8,1.5,3.09,2.77,11,11,0,31.0,95.4,3.091,4.0,2.2,42,41,1,120.0,284.3,2.36,4.0,0.0,7,2.357,4,1,graduate,0
220509,2.81,135.0,240.0,1,1,,1.99,2.55,13,13,0,35.0,79.8,2.254,3.7,1.0,1.62,,6,6,0,18.0,29.1,1.617,2.2,1.0,3.4,3.27,12,12,0,36.0,120.0,3.333,4.0,2.4,3.65,3.32,10,10,0,29.0,102.1,3.51,4.0,2.8,41,41,0,118.0,331.0,2.783,4.0,1.0,7,2.829,4,1,graduate,1
220524,2.46,135.0,70.0,2,2,اجتاز,1.61,2.3,11,10,1,32.0,61.8,1.873,3.7,0.0,2.48,,5,5,0,15.0,37.2,2.48,3.0,2.0,2.66,2.36,12,12,0,36.0,90.4,2.517,3.4,2.0,2.96,2.9,12,12,0,33.0,96.8,2.917,4.0,2.2,40,39,1,116.0,286.2,2.455,4.0,0.0,7,2.467,4,1,graduate,1
220527,2.28,135.0,240.0,3,3,اجتاز,1.84,2.2,11,11,0,32.0,64.2,1.991,3.2,1.0,1.45,,6,5,1,18.0,26.1,1.45,2.2,0.0,2.31,1.58,12,11,1,36.0,70.0,1.95,2.8,0.0,2.73,2.64,12,12,0,33.0,88.7,2.65,3.7,1.5,41,39,2,119.0,249.0,2.093,3.7,0.0,7,2.107,4,1,graduate,1
220529,2.65,135.0,240.0,0,0,,2.56,2.46,13,13,0,35.0,87.7,2.477,4.0,1.5,1.78,,6,6,0,18.0,32.1,1.783,2.6,1.0,2.94,3.03,12,12,0,36.0,107.6,2.992,3.7,2.4,2.91,2.75,10,10,0,29.0,82.6,2.86,3.4,2.2,41,41,0,118.0,310.0,2.62,4.0,1.0,7,2.633,4,1,graduate,0
220532,1.99,132.0,200.0,4,2,اجتاز,1.46,2.26,11,9,2,32.0,58.8,1.782,3.7,0.0,2.0,,6,6,0,18.0,36.0,2.0,2.6,1.0,1.66,2.13,11,10,1,33.0,61.9,1.882,2.8,0.0,2.56,2.51,11,9,0,31.5,78.5,2.6,4.0,1.5,39,34,3,114.5,235.2,2.046,4.0,0.0,7,2.083,4,1,level4_non_graduate,1
220537,2.78,106.0,160.0,0,0,اجتاز,2.89,2.94,13,13,0,35.0,102.1,2.923,4.0,2.0,2.83,,6,6,0,18.0,51.0,2.833,3.2,2.4,2.79,2.36,12,12,0,36.0,92.8,2.583,3.2,1.0,2.71,2.85,10,10,0,29.0,80.4,2.78,4.0,2.2,41,41,0,118.0,326.3,2.776,4.0,1.0,7,2.767,4,1,graduate,0
220538,2.44,135.0,240.0,1,0,اجتاز,1.69,2.64,11,9,2,32.0,68.4,2.118,3.4,0.0,1.93,,6,6,0,18.0,34.8,1.933,2.8,1.0,1.65,1.93,12,11,1,36.0,64.5,1.792,3.2,0.0,2.89,2.95,13,13,0,35.0,102.3,2.931,4.0,1.5,42,39,3,121.0,270.0,2.25,4.0,0.0,7,2.24,4,1,graduate,1
